adm0_name,iso3,X,Y,published,sources,info,optional1,optional2,optional3,ObjectId
Ukraine,UKR,31.40147,49.005714,23.04.2020,"https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm
https://www.osac.gov/Content/Report/cd9a6678-962b-46c5-8acf-18429bb2b60c
https://ua.usembassy.gov/covid-19-information/","All internal movement restrictions on public transport and people will be in effect until at least 11 May. 

The following categories of foreign visitors will be exempt from the inbound travel ban:
Representatives of official international missions, diplomatic missions and their families;
Members of train, locomotive, aircraft and sea crews;
Spouses or children of Ukrainian citizens; and
Foreigners with valid residency permits.
All passenger flights have been suspended indefinitely.
All border crossing points of Ukraine are closed for rail and bus traffic.
All foreign nationals currently in-country are allowed to leave, though transportation options remain limited. 123 land border crossings remain open for returning citizens of Ukraine, foreign nationals exiting the country, as well as other specified groups of travellers still allowed movement. Travellers arriving from locations deemed as high risk will be subject to medical check-up upon arrival and mandatory 14-day home isolation or quarantine at a designated facility
People returning to Ukraine are required to undergo a mandatory observation period of 14 days in designated areas.

Internal restrictions:
Roadblocks have been set in most roads exciting/entering Kyiv. Those considered to have symptoms of COVID-10 will be asked to follow home-solation measures.
",20200423,"Starting April 6, all travelers, both Ukrainian citizens and foreigners, arriving in Ukraine will be required to undergo a 14-day supervised quarantine period. The Ukrainian government has extended the quarantine regime through April 24.",COVID-19 negative certification not required / not known,127
United Arab Emirates,ARE,53.982339,23.434112,24.04.2020,"https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm
https://ae.usembassy.gov/u-s-citizen-services/covid-19-information/","1. Flights to the United Arab Emirates are suspended. 
- This does not apply to the following: 
a) aircraft operated for the purpose of evacuation (this Safety Decision does not alleviate the need for obtaining necessary authorisation from UAE Ministry of Foreign Affairs and International Cooperation);
b) UAE registered aircraft that are out of base on 24 March 2020 23:59 Local Time will be allowed to return to base carrying only UAE nationals and operator's crewmembers;
c) domestic flights; 
d) over-flights.  
2. All Evacuation flights must have PAX APP data and Crew APP data; all ferry flights must have crew APP data. 

Officials at Abu Dhabi airport have said that all flights are operating via the facility's Terminal 1 until further notice, following the closure of Terminal 2 on 16 March.


Internal restrictions:  
In the Dubai emirate, a 24 hour remain-at-home directive has been rescinded. As of 24 April this has now been relaxed to coincide with Ramadan - residents are now permitted to conduct movement between 0.600 and 22.00 without a permit; restrictions on movement between 22.00 and 06.00 remain in force and the only exceptions are for medical emergencies. Metro is due to recommence from 26 April. Restaurants, shopping malls and other retail outlets are allowed to open between 06.00 and 22.00. 
Individuals are prohibited from leaving their homes during the cleaning and disinfection programme, except for essential purposes or if they work in a vital sector, provided they obtain the necessary permissions. For essential sectors, companies must obtain permission from authorities. For personal movements, both vehicle and pedestrian, individuals must obtain movement permits through the official website. An individual may obtain a maximum two permits per day for emergencies, one permit every three days for purchasing food or medicines and one permit every five days for cash withdrawal from ATMs. 

Metro, tram operations will be suspended from 5 April in Dubai. Buses will continue to operate as usual.",20200424,UAE health authorities are urging all returned travelers to the UAE to practice self-quarantine for at least 14 days and are also urging all residents to stay home. ,COVID-19 negative certification not required / not known,128
United Kingdom of Great Britain & Northern Ireland,GBR,-0.239652,52.24861,27.04.2020,"https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening 
Reuters","Lockdown measures to remain in effect for at least another three weeks (Skynews, 16.04.2020)  

Quarantine measures for air travellers could be implemented from May. (Metro, 27.04.2020) 

Travellers who have arrived since 19 February from China’s Hubei province, Iran, Italy and Special care zones in South Korea are advised to stay indoors, avoid contact with other people and call NHS111. Travellers from other areas in mainland China, South Korea as well as Cambodia, Hong Kong, Japan, Laos, Macau, Malaysia, Myanmar, Singapore, Taiwan, Thailand and Vietnam should self-quarantine if they show any symptoms.

London Heathrow Airport will close one of its two runways from 6 April due to reduced travel demand; plans to continue some passenger, cargo flights. As such, only Terminal 2 and 5 are in use the coming days and weeks.  

From 24 March, Teesside International Airport will close as Eastern Airways and KLM have taken the decision to suspend all flights. From 25 March until the end of April, London City Airport said it will suspend all commercial and private flights following Britain's order that people should stay at home and stop travelling. (Reuters 25.03.2020). London Gatwick has shut one of its two terminals. 

Internal restrictions: 
People in Britain are only allowed to leave their homes to shop for basic goods, to exercise once a day, to receive care or help a vulnerable person and to travel to essential work. 
Schools across the UK have been closed since 20 March until further notice, though some remain open to accommodate children of key workers.
Pubs, restaurants, cafes, bars and other entertainment venues are closed until further notice.
Gatherings of more than two people are banned, unless it concerns members of the same household. The police have been given the power to disperse unauthorised gatherings and to fine those found to be violating the social distancing measures.
Public transport has been disrupted since 19 March, notably in the capital, where London Underground (‘tube’) services are being reduced, with around 40 stations closed.
Train operators are running reduced timetables while airlines have also substantially cut flights. Gatwick Express has suspended its services until further notice. Several supermarkets are rationing the number of individual products that can be bought per person.
Drones and facial recognition systems are in place to ease security forces control of the lockdown and hand out fines. Security forces have increased powers to control and order individuals to restrict movement or return to their accomodation. Fines may reach up to 2,500 Euros (2,700 USD) and jail time for restrictions trespassing is a possibility.
",20200427,"Air passengers entering the U.K. will be forced to go into a 14-day quarantine under new plans being drawn up by U.K. officials. The restrictions could be implemented next month. (Media, 27.04.2020)",COVID-19 negative certification not required / not known,129
United Republic of Tanzania,TZA,34.804265,-6.26364,19.04.2020,"https://www.pmldaily.com/news/2020/04/tanzania-suspends-international-flights-due-to-covid-19-inbound-travelers-to-be-quarantined-at-own-expense.html
https://allafrica.com/stories/202003210066.html
https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm
UNHAS","Tanzania suspends all international passenger flights (PML Daily, 13.04.2020). Cargo flights are exempt from the suspension, but crew members will be quarantined at Tanzania government facilities during their stay.  

Zanzibar bans all tourist flights from entering region because of COVID-19 (All Africa, 21.03.2020)

1. All passengers must undergo quarantine for 14 days at their own expense.

- This does not apply to airline crew.

2. Airline crew arriving in Zanzibar (ZNZ) will be quarantined at the airlines designated hotels.

3. A completed ""Health Form"" must be presented to the Ministry of Health personnel upon arrival.

The Tanzania-Zambia Railways Authority (TAZARA) will suspend cross-border passenger train services from 30 March until further notice, though cross-border freight trains and domestic trains operated by TAZARA in either country will not be affected.

Domestic flights remain operational, but options are limited. ",20200419,"All travelers arriving will be subjected to an intensive screening and where necessary COVID-19 rapid testing.
All travelers will then be informed informed of the designated isolation facilities, costs and arrangements in place and access to those facilities.
After 14 days quarantine, passengers who have not developed symptoms of COVID-19 may leave the facilities and will be required to register personal information for future tracking purposes.
On Saturday, April 4, authorities announced that all inbound travelers are required to undergo a 14-day quarantine in government-designated facilities at their own expense. (PML Daily, 13.04.2020)",COVID-19 negative certification not required / not known,130
United States of America,USA,-99.446708,39.40399,24.04.2020,"https://www.iata.org/contentassets/0f6c2cd0ad4b4b44b59578b9af3e23ad/usa-ncov-measures.pdf
https://okcfox.com/news/local/coronavirus-cancels-multiple-flights-at-will-rogers-world-airport
International SOS ","On 20 April the United States extended restrictions on nonessential travel across shared borders with Mexico and Canada for an additional 30 days. (Reuters, 20.04.2020) Hawaii extends COVID-19 lockdown and quarantine through 31 May (Reuters, 6.04.2020). Flights from San Luis Obispo County Regional Airport to San Diego, Los Angeles temporarily suspended. (Media, 24.04.2020) 

1. Passengers who have transited or have been in Austria, Belgium, China (People's Rep.), Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Iran, Ireland (Rep.), Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, Malta, Netherlands, Norway, Poland, Portugal, Slovakia, Slovenia, Spain, Sweden, Switzerland or in the United Kingdom (excluding overseas territories outside of Europe), in the past 14 days are not allowed to enter the USA.
-This does not apply to:
a. nationals of the USA;
b. permanent residents of the USA;
c. passengers arriving in the US on flights that departed before 23:59 EDT on 13 March 2020;
d. the spouse of a national of the USA;
e. the souse of a permanent resident of the US;
f. the parent/legal guardian of an unmarried and younger than 21 years national or permanent resident of the USA;
g. the unmarried and younger than 21 years brother or sister of a national or permanent resident of the USA, who is unmarried and younger than 21 years;
h. the child/foster child/ward of a national or permanent resident of the USA;
i. passengers with an IR-4 or IH-4 visa;
j. passengers with a C-1, D, or C-1/D visa;
k. passengers with an A-1, A-2, C-2, C-3, E-1, G-1, G-2, G-3, G-4, NATO-1 through NATO-4, or NATO-6 visa;
l. members of the U.S. Armed Forces, spouses, and children of members of the U.S. Armed Forces;
m. passengers with evidence of traveling at the invitation of the USA government for a purpose related to the containment/mitigation of the Coronavirus (COVID-19);
n. passengers with documents issued by the U.S. Department of Homeland Security, U.S. Customs and Border Protection, or U.S. Department of State indicating that the passenger is exempt from the restriction.
2. Passengers who have been in one of the countries listed in bullet number 1 in the past 14 days but are exempt from the restriction to enter the USA, must arrive at one of the following airports: Atlanta (ATL), Boston (BOS), Chicago (ORD), Dallas, (DFW), Detroit (DTW), Honolulu (HNL), Los Angeles (LAX), Miami (MIA), New York (JFK or EWR), San Francisco (SFO), Seattle (SEA) and Washington (IAD). 

Internal restrictions:
New York's lockdown measures extended until 15 May (Media, 16.04.2020); Governor of Pennsylvania extends stay-at-home order through 8 May (Reuters, 20.04.2020)
At least 40 states have declared a state of emergency or public health emergency as a result of the COVID-19 pandemic. 
California State: shelter-in-place directive, requiring residents to stay home until 7 April, except for essential needs; essential businesses and services will remain open during this time. This shelter is a legal mandate and is enforceable by police authorities, violation (non-essential movement) would be a misdemeanour offense. Ventura county has issued a shelter-in-place order from 18 March to 1 April for senior citizens.
New York state: The National Guard has been deployed to the city of New Rochelle, where state authorities have established a ‘containment area’. Gatherings within the designated area are restricted, with residents being provided additional resources by health and state officials. The governor has ordered 75% of “non-essential” workforce to stay home.
All travellers that have been in NYC are asked to self-quarantine for 14 days starting the day they leave NYC
The Center for Disease Control (CDC) has urged residents of New York, New Jersey and Connecticut states to refrain from non-essential domestic travel for 14 days beginning 28 March.
Florida state: Miami-Dade County ordered all beaches, parks and “non-essential” commercial and retail businesses closed. Businesses to remain open include health care providers, grocery stores, gas stations, restaurants and banks.
All travellers from New York City, Connecticut, and New Jersey have to self quarantine for 14 days.  
Arizona state: All schools are closed through 27 March. 
Maine issued a stay-at-home order from 1 Apri and hold through the month. 
Similar measures have also been taken in 33 other states (including Arkansas, Maryland, Massachusetts, New York, Ohio, Oregon and Pennsylvania) until at least the end of the month.


",20200424,,COVID-19 negative certification not required / not known,131
United States Virgin Islands,VIR,-64.819501,17.728014,26.03.2020,https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,Passengers are not allowed to enter Virgin Isl. (USA) until 24 April 2020.,20200326,,COVID-19 negative certification not required / not known,132
Uruguay,URY,-56.017306,-32.796996,23.04.2020,"https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm
https://uy.usembassy.gov/covid-19-information/","1. Flights to Uruguay are suspended until 15 May 2020.
- This does not apply to humanitarian flights. 

Air, land and sea borders with Argentina and Brazil have been closed to foreign nationals until further notice. 
Passengers arriving from China, France, Germany, Iran, Italy, Japan, Singapore, South Korea or Spain and will be subject to a 14-day quarantine.
As of 16 March, the border with Brazil and Argentina is closed. Citizens and residents may only enter through Artigas, Bella Union, Salto, Paysandu, Fray Bentos, Mercedes, Colonia, Carmelo, Nueva Palmira, Duranzo, Melilla, Maldonado, Piriapolis, Chuy, Rio Branco, Melo-Acegua, Rivera, Puerto de Montevideo, Puerto la Paloma, Control Unico. Carrasco International Airport is EXCLUDED until 20 March 00:00 hours.


",20200423,"The Ministries of Health and Interior are encouraging the public to self-quarantine.
Those age 65 and older must observe mandatory self-quarantine.",COVID-19 negative certification not required / not known,133
Uzbekistan,UZB,63.119445,41.775605,21.04.2020,"https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening 
https://akipress.com/news:638369:All_airports_shut_down_in_Uzbekistan/","International restrictions: 
All borders have been indefinitely closed from 00:01 on March 23 to people movement, with the exceptions of foreign nationals who wish to leave the country.
Starting from 23 March, people are required to wear masks in public places. Those who do not abide by the order will be fined, effective from 06.00, 25 March; those who repeatedly violate the order will be subject to a triple-amount fine. 
All airport operations and air traffic are suspended until at least 10 May. In-country foreign nationals will be allowed to leave on specific flights, which occur sporadically. Members who choose to remain in the country should review their visas and consider the implications for potentially overstaying the expiration date. 
  
Internal restrictions: 
Intercity and interregional vehicular movement has been restricted. Intracity movement in private vehicles remains prohibited without special permits in the capital Tashkent, Nukus (Karakalpakstan Autonomous Republic) and provincial capitals. The permits are only issued to certain categories of people, including diplomatic and emergency services personnel, and those working in the healthcare industry. All public transport in Tashkent has been suspended, while all employees of public and private entities and businesses, except for those in the food and medical sectors, must work remotely. Entrance and exit restrictions are also in place in the following cities: Andijan (Andijan province), Gulistan (Syrdarya province), Namangan (Namangan province), Nukus, Samarkand (Samarkand province), Surkhandarya province, including its capital Termez, Tashkent.  
Authorities have ordered all citizens to self-quarantine. People who need to go outside for urgent matters are required to wear masks in public places, while gatherings of more than three people, with the exception of groups involving members of the same family, are banned. Visitors to supermarkets and other essential stores should be prepared to have their temperature taken; those with a temperature deemed abnormal will be denied access and advised to seek medical support. Individuals may also conduct trips to and from their workplace provided it is in an approved sector. Any perceived violations of the government prescriptions will be subject to legal action.",20200421,"Diplomatic Note of 06.03.2020)  Persons of any nationality who have been in China, South Korea, Iran, Italy, Afghanistan or Japan during the last 14 days and who are returning in “organized groups” will be placed in official quarantine in MOH-operated facilities.  Individual passengers who have visited  a list of countries during the past 14 days will be subject to home/hotel quarantine (self-quarantine). Those traveling on diplomatic or official passports are not subject to quarantine requirements.   ",COVID-19 negative certification not required / not known,134
Vanuatu,VUT,166.872606,-15.241809,26.04.2020,"https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm
https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening","
The international terminal at Port Vila Airport is closed until further notice. There will be no international flights operating in or out of the country.
Travel ban for all countries with more than 100 cases of COVID-19. All arriving passengers must show a medical clearance proving they had undergone 14 days of quarantine before arriving in Vanuatu.
Any traveller wishing to enter Vanuatu who has travelled to Australia, Austria, Bahrain, Belgium, Canada, mainland China, Czech Republic, Denmark, France, Finland, Germany, Hong Kong SAR, Iran, Israel, Italy, Japan, Kuwait, Macao SAR, Malaysia, New Caledonia, Netherlands, Norway, PNG, Portugal, Qatar, Singapore, Slovenia, South Korea, Spain, Sweden, Switzerland, Taiwan, United Kingdom and United States of America in the last 14 days will be denied entry to Vanuatu until further notice; with the exception if they have spent 14 days outside the aforementioned countries and obtain medical certificate from a registered medical practitioners certifying that they are free from any respiratory illness suspected of COVID-19.
An exception is in place for returning residents who travel to Vanuatu via Hong Kong or Singapore or New Zealand who can do so as long as they have not been in mainland China within two months, transit period is not more than eight hours and remain airside, given that they remain in the terminal in Hong Kong or Singapore or New Zealand, and do not go outside. Vanuatu nationals transiting more than eight hours in Hong Kong or Singapore or New Zealand and have left the terminal must be self quarantined for 14 days before entering the country.
Returning Citizens, permanent residents and diplomats will be allowed to return but will have to undergo a 14-day quarantine upon arrival.

Internal restrictions:  
A nationwide curfew is no longer in effect to allow Cyclone Harold-related relief work.
A second state of emergency was declared on 9 April in addition to the existing COVID-19-related state of emergency. Public gatherings including Easter church services will be allowed. However, strict measures on social distancing and hygiene will be implemented. Schools have reopened and businesses are now allowed to operate.
Aneityum and Mystery Islands are under temporary lockdown following the visit of a tourist who tested positive for COVID-19.",20200426,"People identified as persons of interest based on screening measures may be denied entry, asked to undergo a 14-day self-quarantine, or may be subjected to government-imposed quarantine at a designated health facility.",COVID-19 negative certification required for entering the country,135
Venezuela,VEN,-66.154434,7.122874,25.04.2020,"https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm
https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening","Inbound restrictions: 
All private and commercial flights are suspended until 12 May.
Entry restrictions imposed to travellers from any European country, Colombia, Dominican Republic and Panama.
Authorities have instituted a 30-day suspension of all flights from Colombia, Europe, Iran, Japan, Panama and South Korea, starting 12 March. All suspected cases are subject to 30-day quarantine.  


Internal restrictions: 
Domestic flights have been suspended. 
A nationwide lockdown is in place until 13 May; enforced by security forces. 
Military checkpoints have been reported at entrances to the capital Caracas. 
Statewide curfews are in place in Lara from 14.00 to 07.00 (all times local), Nueva Esparta from 16.00 to 10.00 and Vargas state from 14.00 to 07.00.

",20200425,Suspected cases will be subject to quarantine for 30 days.,COVID-19 negative certification not required / not known,136
Viet Nam,VNM,105.802499,10.096431,27.04.2020,"https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm
Reuters
Gov.uk","Government to extend COVID-19 lockdown in 12 provinces, including Hanoi and Ho Chi Minh City, for seven days (Reuters, 15.04.2020).

Domestic flights to remain suspended despite expiration of government's COVID-19 social distancing order on 15 April (Reuters, 13.04.2020).

Vietnam to suspend all inbound flights for COVID-19 control (Xinhua, 29.03.2020)

1. Passengers are not allowed to enter Viet Nam.
- This does not apply to passengers for diplomatic or official duty. They will be subject to mandatory medical declaration and self-isolation.
- This does not apply to passengers who are experts, business managers or highly skilled workers. They will be subject to mandatory medical declaration and self-isolation.
- This does not apply to passengers approved by National Steering Committee on Covid-19 Prevention and Control.
- This does not apply to airline crew. They will be subject to mandatory medical declaration and other effective regulations as well as observing self-quarantine during their stay until the next flight schedule.
2. For transportation of nationals of Vietnam returning to Vietnam, airlines must contact the Vietnamese Diplomatic Representative agency in the local country in advance. Noi Bai International Airport (HAN) is temporarily suspending all flights.
3. All passengers will be placed on quarantine at a designated facility for 14 days upon arrival.
4. All visa issuances are suspended.
5. All passengers must fill out a quarantine form prior to arrival.
6. Passengers who travel for diplomatic or official purpose will undergo a medical examination at the border before allowed to enter Viet Nam.
7. Nationals of Italy and Korea (Rep.) with a normal passport are no longer visa exempt.
8. Nationals of Denmark, Finland, France, Germany, Norway, Spain, Sweden and passengers with a British passport are no longer visa exempt.
9. Passengers with a Certificate of Visa Exemption issued by Viet Nam are no longer visa exempt if they reside in China (People's Rep.), Denmark, Finland, France, Germany, Iran, Italy, Korea (Rep.), Norway, Spain, Sweden or United Kingdom.
10. Nationals of Belarus, Japan and Russian Fed. with a normal passport are no longer visa exempt.
11. Passengers with a Certificate of Visa Exemption issued by Viet Nam are no longer visa exempt if they are nationals of Belarus, Japan or Russian Fed. with a normal passport.

Internal restrictions: 
On 1 April, the authorities declared COVID-19 a national epidemic. 
Domestic flights have been limited to three round-trips per day, operated by Vietnam Airlines: between Hanoi and Ho Chi Minh City; Hanoi and Da Nang; and Ho Chi Minh City and Da Nang.  
Prime Minister Nguyen Xuan Phuc on Monday ordered the suspension to public transport services to curb the spread of the coronavirus. Phuc also called for a limit on the use of private vehicles and encouraged state officials to work from home. (Reuters, 30.03.2020)
According to Ho Chi Minh city’s health department, effective from 9 April, all visitors arriving in Ho Chi Minh City’s airports, train and bus stations, and private vehicles will have to be tested for COVID-19. 

Those travelling from Hanoi or Ho Chi Minh City to Da Nang or Quang Nam provinces are no longer subject to 14-day quarantine in a government-designated facility.
Provinces and cities have been divided into three different ‘risk zones’, including high risk areas, at risk areas and low risk areas. The capital Hanoi has been downgraded from a ‘high risk’ to an ‘at risk’ location, while Ho Chi Minh City remains ‘at risk’. 

Relaxation of restrictions: 
Vietnam's civil aviation authority said on Tuesday 21 April it is seeking government approval to resume all domestic routes from Thursday 23 April after the expiry of a government order for seven more days of social distancing in some provinces. The authority proposed reconnecting flights from the capital Hanoi and business hub Ho Chi Minh City to other domestic destinations from April 23 and increasing the frequency of flights between three key routes. (Reuters, 21.04.2020) 

Inter-provincial ground movement has been relaxed. Public transportation including taxis and coaches are permitted to operate with reduced schedules.



",20200427,"All incoming travelers to Vietnam shall be subject to mandatory centralized quarantine for 14 days.  The Vietnamese government have confirmed that it will cover all quarantine costs, but foreign nationals will be personally responsible for paying for any coronavirus hospital treatment costs, and hotel costs from periods of self-isolation.",COVID-19 negative certification required for entering the country,137
Wake Island,WAK,166.646462,19.278314,,,,,,,138
Wallis and Futuna,WLF,-176.20431,-13.285184,05.04.2020,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening,"International restrictions:

All international air travel reduced to only one flight around every ten days with New Caledonia (with stop-over at Fiji). All visa applications suspended for Fijians seeking entry. Strict health checks and quarantine measures implemented for inbound travellers.
Internal restrictions:

Authorities have taken measures for the public to practice social distancing and reduced public gatherings such as sports and cultural activities.",20200405,,COVID-19 negative certification not required / not known,139
West Bank,PSE,35.256944,31.943484,09.04.2020,Sources,"West Bank to Jerusalem: Authorities will evaluate case by case to identify if 14 days quarantine is needed when entering Jerusalem and Israel (GOI); No travel between Palestinian villages and cities in the West Bank, including to/from East Jerusalem, except for emergencies (PA).
Al Jib Checkpoint is closed in both directions until further notice. Hizma and Qalandiya Checkpoints should be used as alternatives (GOI).

Within West Bank: No travel between and within Palestinian villages and cities in the West Bank except for emergencies, or essential movement within each city or village from 10.00 to 17.00hrs. 
Authorities have increased movement restrictions in four additional villages of the west Bank: Bani Na'em, Sa'er, Bituniya and Aljdeireh. Currently there are a total of 17 locations in the West Bank with these restrictions, including cities (Bethlehem and Hebron), villages and one refugee Camp.
Entry into Bethlehem is not allow, all those exiting Bethlehem must enter 14-days home quarantine.

Travel to/from Jordan: The Jordanian government imposed a countrywide curfew therefore coordination is needed to reach the crossing (GOJ). UNLP and diplomatic passports are only allowed to cross KHB conditionally upon presentation of a medical certificate stating that traveller is coronavirus free (GOJ). According to new MOH procedures, all persons entering Israel from abroad are now subject to 14 days supervised quarantine at designated hotels (or other installations converted for that purpose). However, persons holding MOFA cards and their dependents are subject to 14 days home quarantine (GOI).

Internal restrictions: A 30-day state of emergency has been announced by the Palestinian Authority across Area A areas of the West Bank. This includes the limiting of movement between Palestinian cities to essential travel only, the closure of all educational institutions, tourist and religious sites, and, the cancelling of all bookings for foreign tourists (banning foreign tourists from West Bank hotels). 
The West Bank city of Bethlehem is under lockdown. Palestinians working in West Bank Israeli settlements are no longer permitted to enter these settlements.
Authorities have announced from 22 March a ban on all non-essential movements outside one’s own accommodation. Key workers, including health workers, pharmacists, bakers, public administration staff and those working in grocery stores are exempt from this ban.
",20200409,All travellers entering Israel and oPt must undergo 14-days of home quarantine.,COVID-19 negative certification not required / not known,140
Western Sahara,ESH,-13.135324,24.662235,,,,,,,141
Yemen,YEM,45.226272,15.225552,27.04.2020,"UNHAS (source: HC/RC protocol , MoH)","All commercial flights are suspended (including UNHAS).

A mechanism has been put in place by the Internationally Recognized Government (IRG) for the entry of relief and humanitarian personnel to Yemen that includes that only international personnel: are to travel to the country, if it is absolutely necessary; must have a recent examination certificate (PCR) with a validity of not more than 48 hours from the date of the trip; must home quarantine for a period of 14 days from the date of arrival; a test after this period will be conducted by Ministry of Health Response Team.

Yemeni authorities have decided to close the al-Wadia border crossing with Saudi Arabia from Wednesday 9 April until further notice.",20200427,,COVID-19 negative certification required for entering the country,142
Zambia,ZMB,27.854152,-14.594525,09.04.2020,"https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm
https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening
https://www.osac.gov/Content/Report/c35c7cf0-447b-4d2d-bbf9-1844947e383e","1. All flights must arrive at Kenneth Kaunda International Lusaka Airport (LUN).
2. All incoming travellers will be subjected to airport screening measures and 14-day self-quarantine upon entry. Passengers and airline crew must quarantine for at least 14 days at their own costs. (IATA, 27.03.2020).  Travellers who show symptoms will be quarantined at a government health facility while those asymptomatic need to self-isolate for 14 days.

All international flights to and from Harry Mwaanga Nkumbula, Simon Mwansa Kapwepwe and Mfuwe international airports are suspended. 
Travellers can report COVID-19-related concerns on dedicated hotlines at 909 (toll-free), 0953898941, 0964638726 and 0974493553.
Local airline Proflight suspended international flights. All international flights are expected to resume from 1 May to locations including Johannesburg (South Africa) on a limited schedule.
The Tanzania-Zambia Railways Authority (TAZARA) suspended cross-border passenger train services until further notice, though cross-border freight trains and domestic trains operated by TAZARA in either country will not be affected.
Issuance of visas to travellers from countries affected by COVID-19 will be reviewed, though the Zambian authorities have not specified what this review process entails and what are those countries whose nationalities’ visa application will be reviewed.
Trucks are allowed to enter the country through the Chirundu, Katima Mulilo, Kazungula and Livingstone border posts, though drivers are asked to follow quarantine measures upon entry.

Internal restrictions:
Local airline Proflight suspended its domestic flights from 1 April to 30 April. All domestic flights are expected to resume from 1 May to locations including Livingstone, Lusaka, Mfuwe, Ndola and Solwezi on a limited schedule.
Non-essential public gatherings have been banned. Public gatherings (i.e. conferences, weddings, funerals, and festivals) of more than 50 people have been banned. Bars, nightclubs, cinemas, gyms and casinos have also been closed. Restaurants will only provide delivery services.
",20200409,"The Zambian authorities require individuals entering Zambia to enter mandatory self-quarantine for 14 days. Travellers arriving with symptoms or testing positive for coronavirus will be quarantined in a government facility. In either scenario, you will need to complete the quarantine period before being able to leave Zambia.",COVID-19 negative certification not required / not known,143
Zimbabwe,ZWE,29.869096,-19.000755,22.04.2020,"https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening
https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/Zimbabwe.html
https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm","1. Except for BUQ, HRE and VFA, airports are closed.
2. BUQ, HRE and VFA airports are open for the following flights:
- flights carrying staff for essential services or sick persons to hospitals and other health care providers;
- flights carrying a member of the staff of a foreign mission or agency going to or from such mission or agency, or a citizen, resident or protected subject of a foreign country going to or from a foreign mission of the country of which he or she is the citizen, resident or subject, for the purpose of obtaining services or assistance at such mission;
- flights carrying police, defence forces personnel and other enforcement officers.

Zimbabwe's President Emmerson Mnangagwa on Sunday 19 April extended a lockdown to contain the spread of the new coronavirus by two weeks. (Reuters, 19.04.2020) 

As of 16 April, all land borders remain closed except for returning residents and cargo. Returning residents will be subject to strict health screening and 21-day self-quarantine. Entry exceptions may also be applied to citizens bringing remittances from abroad.

All travellers should obtain a medical certificate proving that they are clear of COVID-19 prior to travel to Zimbabwe; there is potential, based on a passenger’s nationality and recent travel history, that they may be asked at immigration to produce such a certificate in order to be granted entry. Anecdotal evidence suggests that passengers arriving from countries without confirmed COVID-19 cases or a “low” number of cases will not be required to present a certificate, however the authorities have not produced a specific list. Furthermore, authorities have asked travellers who have recently been to or are arriving from countries such as China, Iran, Italy and South Korea, to suspend travel to Zimbabwe, as they are likely to be refused entry. For profile and itinerary-specific information, travellers are advised to contact the relevant airline, or the nearest Zimbabwean Embassy.



Internal restrictions: 
resident Mnangagwa has classified COVID-19 as a ‘National Disaster;’ this allows authorities to deploy resources in combatting the pandemic and also allows the government to forbid gatherings exceeding 100 people. 
A nationwide lockdown is in place until at least 3 May. During this period, people will only be allowed to leave their home to purchase necessary supplies such as food and medicine, and seek medical care. Exceptions may be applied to farmers delivering their products to markets and citizens bringing remittances from abroad. 
During the lockdown, the military will be deployed to ensure that the population complies with restrictions. 
Public transportation has been suspended. The state-owned company Zupco will continue to operate under social distancing restrictions.
",20200422,"All arrivals will be subject to strict screening procedures including rigorous enforcement of a 21-day self-quarantine. The Government has said that anyone displaying a symptom associated with coronavirus will be placed in a Government of Zimbabwe facility for testing. 
 
The Government of Zimbabwe announced two hospitals in Harare and Bulawayo, its two largest cities, will handle quarantine cases of travelers suspected with COVID-19.  Information about plans to handle cases in Victoria Falls, an international travel hub, remain limited.",COVID-19 negative certification required for entering the country,144
